name_icelandic,name_english,tag_icelandic,tag_english,url,domain,final_url,final_domain,redirect_count,redirect_codes,mx,spf,mx_asn,mx_org,mx_country,spf_asn,spf_org,spf_country,ns,dns_asn,dns_org,dns_country,a,hosting_asn,hosting_org,hosting_country,final_mx,final_spf,final_mx_asn,final_mx_org,final_mx_country,final_spf_asn,final_spf_org,final_spf_country,final_ns,final_dns_asn,final_dns_org,final_dns_country,final_a,final_hosting_asn,final_hosting_org,final_hosting_country,email_provider,dns_category,hosting_category,final_email_provider,final_dns_category,final_hosting_category,redirect_status,effective_email_provider,email_disclaimer,email_disclaimer_text,effective_dns_category,dns_disclaimer,dns_disclaimer_text,effective_hosting_category,hosting_disclaimer,hosting_disclaimer_text
Sýslumaðurinn á Austurlandi,District Commissioner of East Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/austurland,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Sýslumaðurinn á höfuðborgarsvæðinu,District Commissioner of Greater Reykjavik,Dómsmálaráðuneytið,Ministry of Justice,https://island.is/s/syslumenn/hofudborgarsvaedid,island.is,,,0,,island-is.mail.protection.outlook.com,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,16509,Amazon Data Services Northern Virginia,US,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,16509,"Amazon.com, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,AWS,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,AWS,False,
Hugverkastofan,The Icelandic Intellectual Property Office,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://www.hugverk.is/,hugverk.is,,,0,,hugverk-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.gopro.net -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,51.104.28.69,8075,MICROSOFT-MAINT,GB,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Azure,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Azure,False,
Heyrnar- og talmeinastöð Íslands,Hearing and Speech Institute of Iceland,Heilbrigðisráðuneytið,Ministry of Health,https://hti.is/,hti.is,,,1,301,hti-is.mail.protection.outlook.com,v=spf1 ip4:82.221.31.222 ip4:82.221.39.175 ip4:82.221.39.176 ip4:157.157.84.65 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,212.30.229.77,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Héraðsdómur Vesturlands,District Court of West Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://heradsdomstolar.is/heradsdomstolar/vesturland/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,197973.0,JS50437-MNT,IS,12969.0,Wise lausnir ehf.,IS,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Héraðsdómur Vestfjarða,District Court of the Westfjords,Dómsmálaráðuneytið,Ministry of Justice,https://heradsdomstolar.is/heradsdomstolar/vestfirdir/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,197973.0,JS50437-MNT,IS,12969.0,Wise lausnir ehf.,IS,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Héraðsdómur Suðurlands,District Court of South Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://heradsdomstolar.is/heradsdomstolar/sudurland/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,197973.0,JS50437-MNT,IS,12969.0,Wise lausnir ehf.,IS,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Héraðsdómur Reykjavíkur,District Court of Reykjavik,Dómsmálaráðuneytið,Ministry of Justice,https://heradsdomstolar.is/heradsdomstolar/reykjavik/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,197973.0,JS50437-MNT,IS,12969.0,Wise lausnir ehf.,IS,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Héraðsdómur Reykjaness,District Court of Reykjanes,Dómsmálaráðuneytið,Ministry of Justice,https://heradsdomstolar.is/heradsdomstolar/reykjanes/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,197973.0,JS50437-MNT,IS,12969.0,Wise lausnir ehf.,IS,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Héraðsdómur Norðurlands vestra,District Court of Northwest Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://heradsdomstolar.is/heradsdomstolar/nordurland-vestra/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,197973.0,JS50437-MNT,IS,12969.0,Wise lausnir ehf.,IS,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Héraðsdómur Norðurlands eystra,District Court of Northeast Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://heradsdomstolar.is/heradsdomstolar/nordurland-eystra/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,197973.0,JS50437-MNT,IS,12969.0,Wise lausnir ehf.,IS,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Héraðsdómur Austurlands,District Court of East Iceland,Dómsmálaráðuneytið,Ministry of Justice,https://heradsdomstolar.is/heradsdomstolar/austurland/yfirlit/,heradsdomstolar.is,,,0,,mx01.skra.is,v=spf1 include:_spf.vist.is ip4:217.171.209.5 ip4:217.171.209.24 ip4:217.171.208.174 ip4:217.171.209.7 include:smtp.thekking.is mx ~all,197973.0,JS50437-MNT,IS,12969.0,Wise lausnir ehf.,IS,ns0.vist.is; ns1.vist.is; ns2.vist.is,43892,BASIS-MNT,IS,82.221.64.168,44515,MNT-ADVANIA,IS,,,,,,,,,,,,,,,,,Local (.is),Local (.is),Local (.is),,,,No redirect,Local (.is),True,Local (.is) detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Heilbrigðisstofnun Vestfjarða,The Health Care Instiution of Westfjordur,Heilbrigðisráðuneytið,Ministry of Health,http://hvest.is/,hvest.is,,,1,301,hvest-is.mail.protection.outlook.com,v=spf1 ip4:212.30.212.128/26 a:mail.simnet.is a:postur.simnet.is include:_spf.vist.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.sigurbjartur.com; ns1.sigurbjartur.com,44735,NOVAIS-MNT,IS,193.109.24.166,24743,Snerpa ehf,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Heilbrigðisráðuneytið,Ministry of Health,Heilbrigðisráðuneytið,Ministry of Health,https://www.stjornarradid.is/raduneyti/heilbrigdisraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Háskólinn á Hólum,Hólar University College,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",http://holar.is/,holar.is,,,1,302,holar-is.mail.protection.outlook.com,v=spf1 ip4:130.208.165.125 ip4:130.208.165.126 ip4:130.208.165.127 ip4:130.208.165.128 ip4:130.208.165.0/24 ip4:130.208.49.6 include:_spf.email.stefna.is include:spf.hysing.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.stefna.is; ns2.stefna.is; ns3.stefna.is,16509,A100 ROW GmbH,US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Háskólinn á Akureyri,University of Akureyri,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://www.unak.is/,unak.is,,,0,,eu-esec-01.heimdalsecurity.com; eu-esec-02.heimdalsecurity.com,v=spf1 include:spf.protection.outlook.com include:spf-esec.heimdalsecurity.com include:_spfint.unak.is include:_spfext.unak.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dns.unak.is; dreki.unak.is; dvalinn.rhnet.is,15474,Haskolinn a Akureyri,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Háskóli Íslands,University of Iceland,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",https://www.hi.is/,hi.is,,,1,302,hi-is.mail.protection.outlook.com,v=spf1 include:_spf.hi.is include:spf.protection.outlook.com include:_external.hi.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,borg.rhi.hi.is; dvalinn.rhnet.is; info.rhi.hi.is,15474,Haskoli Islands,IS,130.208.165.58,15474,Haskoli Islands,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Hagstofa Íslands,Statistics Iceland,Forsætisráðuneytið,Prime Minister's Office,https://hagstofa.is/,hagstofa.is,,,0,,hagstofa-is.mail.protection.outlook.com,v=spf1 mx a ip4:157.157.115.0/27 include:servers.mcsv.net include:spf.protection.outlook.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,157.157.115.20,6677,MILAHF-MNT,IS,,,,,,,,,,,,,,,,,Microsoft 365,Other US,Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,Local (.is),False,
Hafnarfjarðarbær,Hafnarfjarðarbær,Sveitarfélög,Municipalities,https://www.hafnarfjordur.is/,hafnarfjordur.is,,,1,301,hafnarfjordur-is.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com  include:_spf.123formbuilder.com include:mail.umsja.is include:_spf.kjarni.is include:_spf.zenter.is include:_spf.wise.is ip4:13.74.150.199 ip4:79.171.97.166 ip4:82.221.39.128/25 "" ""ip4:80.248.22.107"" "" ip4:194.144.188.240 ip4:194.144.188.251 ip4:13.74.150.199 ip4:79.171.96.177 ip4:82.221.39.150/32 ip4:54.77.215.155 ip4:137.135.249.44 -all",8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,a.hysing.is; b.hysing.is; c.hysing.is,44515,MNT-ADVANIA,IS,192.248.181.117,20473,MAINT-AS20473,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Other US,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Other US,False,
Landbúnaðarháskóli Íslands,Agricultural University of Iceland,"Menningar-, nýsköpunar- og háskólaráðuneyti","Ministry of Culture, Innovation and Higher Education",http://www.lbhi.is/,lbhi.is,,,1,301,lbhi-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com ip4:130.208.165.0/24 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,branda.lbhi.is; dvalinn.rhnet.is; groa.rala.is,15474,Landbunadarhaskoli Islands,IS,77.68.3.186,8560,AS15418-MNT,GB,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Other,False,
Grindavíkurbær,Grindavík,Sveitarfélög,Municipalities,https://www.grindavik.is/,grindavik.is,,,0,,grindavik-is.mail.protection.outlook.com,v=spf1 ip4:157.157.134.67 ip4:80.248.30.97 ip4:213.220.105.36 include:spf-eu.exlibrisgroup.com include:spf.protection.outlook.com include:_spf.google.com ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.thekking.is; ns2.thekking.is; ns4.thekking.is,12969,VFIS-NET-MNT,IS,217.171.216.11,12969,Wise lausnir ehf.,IS,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,Local (.is),False,
Garðabær,Garðabær,Sveitarfélög,Municipalities,https://www.gardabaer.is/,gardabaer.is,,,0,,gardabaer-is.mail.protection.outlook.com,"v=spf1 include:_spf.hugsmidjan.is ip4:217.171.220.199 ip4:217.171.209.2 ip4:79.171.96.117 ip4:82.221.98.134 ip4:217.171.220.185 include:servers.mcsv.net include:spf.protection.outlook.com include:spf.eu.exclaimer.net include:spf-"" ""eu"" "".emailsignatures365.com include:spf.vala.is include:_spf.wise.is ip4:137.135.249.44 ip4:217.171.217.48 include:spf-eu.exlibrisgroup.com -all",8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.thekking.is; ns2.thekking.is; ns4.thekking.is,12969,VFIS-NET-MNT,IS,52.48.55.82; 54.154.122.174; 54.72.105.112,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Framhaldsskólinn í Vestmannaeyjum,Vestmannaeyjar College,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fiv.is/,fiv.is,,,0,,fiv-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.email.stefna.is include:spf.inna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.stefna.is; ns2.stefna.is; ns3.stefna.is,16509,A100 ROW GmbH,US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Framhaldsskólinn í Mosfellsbæ,College of Mosfellsbær,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fmos.is/,fmos.is,,,0,,fmos-is.mail.protection.outlook.com,v=spf1 include:spf.inna.is include:_spf.email.stefna.is include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Framhaldsskólinn í Austur-Skaftafellssýslu,College of East Skaftafellssýsla,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fas.is/,fas.is,,,1,301,fas-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.1984.is ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,185.112.145.233,44925,MNT-1984,IS,,,,,,,,,,,,,,,,,Microsoft 365,Other US,Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,Local (.is),False,
Framhaldsskólinn á Laugum,College in Laugar,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://laugar.is/,laugar.is,,,0,,laugar-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:inna.is ip4:82.221.39.128/25 ip4:82.148.71.229/24 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns2.1984.is,20473,"Vultr Holdings, LLC",US,194.144.141.81,12969,VFIS-ROUTE-MNT,IS,,,,,,,,,,,,,,,,,Microsoft 365,Other US,Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,Local (.is),False,
Framhaldsskólinn á Húsavík,College in Húsavík,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fsh.is/,fsh.is,,,0,,fsh-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.email.stefna.is include:_spf.samvirkni.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns1.stefna.is; ns2.stefna.is; ns3.stefna.is,16509,A100 ROW GmbH,US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Forsætisráðuneyti,Prime Minister's Office,Forsætisráðuneytið,Prime Minister's Office,https://www.stjornarradid.is/raduneyti/forsaetisraduneytid/,stjornarradid.is,,,0,,funi.stjr.is; neisti.stjr.is,v=spf1 mx include:spf.protection.outlook.com -all,206010.0,is-rfs-1-mnt,IS,8075.0,Microsoft Corporation,US,adel.ns.cloudflare.com; wesley.ns.cloudflare.com,13335,"Cloudflare, Inc.",US,8.47.69.2; 8.6.112.2,13335,"Cloudflare, Inc.",US,,,,,,,,,,,,,,,,,Microsoft 365,Cloudflare,Cloudflare,,,,No redirect,Microsoft 365,True,SPF includes Microsoft 365 for sending. MX points elsewhere.,Cloudflare,False,,Cloudflare,False,
Flensborgarskóli,Flensborg Upper-Secondary School,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,http://flensborg.is/,flensborg.is,,,1,302,flensborg-is.mail.protection.outlook.com,v=spf1 +a +mx ip4:82.148.68.206 ip4:212.30.230.100 ip4:212.30.230.101 ip4:82.221.36.135 ip4:212.30.229.29 ip4:212.30.229.30 a:inna.smtp.hysing.is include:spf.protection.outlook.com include:inna.is include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,dell.netvistun.is; dell2.netvistun.is,60690,NHNET-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Fjölbrautaskólinn í Garðabæ,Gardabaer Comprehensive Secondary School,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fg.is/,fg.is,,,0,,fg-is.mail.eo.outlook.com,v=spf1 include:spf.inna.is include:_spf.email.stefna.is include:spf.protection.outlook.com ip4:46.22.99.0/24 -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,54.76.32.59,16509,Amazon Technologies Inc.,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Fjölbrautaskólinn í Breiðholti,Breidholt College,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fb.is/,fb.is,,,0,,fb-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com ip4:82.148.67.162 ~all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,100.24.208.97; 35.172.94.1,14618,Amazon Data Services Northern Virginia,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Fjölbrautaskólinn við Ármúla,Ármúli ­Comprehensive Secondary School,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fa.is/,fa.is,,,0,,fa-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:inna.is include:_spf.email.stefna.is include:mail.fa.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,forwarding00.isnic.is; forwarding01.isnic.is,1850,ISNIC-MNT,IS,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Local (.is),False,,AWS,False,
Fjölbrautaskóli Vesturlands,Comprehensive Secondary School of West Iceland,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fva.is/,fva.is,,,1,301,fva-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns-1137.awsdns-14.org; ns-1540.awsdns-00.co.uk; ns-215.awsdns-26.com; ns-743.awsdns-28.net,16509,Amazon Data Services Northern Virginia,US,93.95.229.15,44925,MNT-SIGGI-1984,IS,,,,,,,,,,,,,,,,,Microsoft 365,AWS,Local (.is),,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,AWS,False,,Local (.is),False,
Fjölbrautaskóli Suðurnesja,Suðurnes Comprehensive College,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fss.is/,fss.is,,,0,,fss-is.mail.eo.outlook.com,v=spf1 include:spf.protection.outlook.com include:spf.inna.is include:_spf.thekking.is include:_spf.email.stefna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,52.19.46.82,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
Fjölbrautaskóli Suðurlands,South Iceland College,Mennta- og barnamálaráðuneytið,Ministry of Education and Children,https://www.fsu.is/,fsu.is,,,0,,fsu-is.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com a:fsu4.fsu.is a:smtp.fsnet.is include:_spf.email.stefna.is include:inna.is -all,8075.0,Microsoft Corporation,US,8075.0,Microsoft Corporation,US,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,20473,"Vultr Holdings, LLC",US,52.49.138.181,16509,Amazon Data Services Ireland Limited,US,,,,,,,,,,,,,,,,,Microsoft 365,Other US,AWS,,,,No redirect,Microsoft 365,True,Microsoft 365 detected in both MX and SPF.,Other US,False,,AWS,False,
